ParentKey	LineNum	PriceList	Price	Currency
ItemCode	LineNum	PriceList	Price	Currency
11001425616		1	15.5218	USD
11001425617		1	27.4218	USD
11001425618		1	45.3772	USD
11001425619		1	45.3772	USD
11001425620		1	46.9038	USD
11001425621		1	44.0414	USD
11001425622		1	36.6464	USD
11001425623		1	32.4168	USD
11001425624		1	38.7081	USD
11001425625		1	42.32	USD
11001425626		1	48.812	USD
11001425627		1	62.158	USD
11001425628		1	24.16	USD
11001425629		1	18.35	USD
11001425630		1	25.8868	USD
11001425631		1	63.2262	USD
11001425632		1	45.9162	USD
11001425633		1	38.4425	USD
11001425634		1	108.2001	USD
11001425635		1	60.4839	USD
11001425636		1	39.8	USD
11001425637		1	62.0833	USD
11001425638		1	33.304	USD
11001425639		1	22.9207	USD
11001425640		1	72.5669	USD
11001425641		1	66.2362	USD
11001425642		1	63.9895	USD
11001425643		1	10	USD
11001425644		1	54.4581	USD
11001425645		1	44.8893	USD
11001425646		1	61.9455	USD
11001425647		1	66.6749	USD
11001425648		1	70.3183	USD
11001425649		1	80.074	USD
11001425650		1	80.5776	USD
11001425651		1	63.3384	USD
11001425652		1	49.0776	USD
11001425653		1	72.4508	USD
11001425654		1	36.607	USD
11001425655		1	87.705	USD
100025725656		1	65.8	USD
100026745657		1	2.765	USD
100025745658		1	2.75	USD
100025745659		1	2.83	USD
100025745660		1	2.83	USD
100025745661		1	2.83	USD
100025745662		1	2.75	USD
100025745663		1	2.83	USD
100025745664		1	3.28	USD
100025745665		1	2.83	USD
100025745666		1	2.41	USD
100025745667		1	2.83	USD
100025745668		1	2.75	USD
100025745669		1	2.75	USD
100025745670		1	2.83	USD
100025745671		1	44.21	USD
100025745672		1	36.05	USD
100025745673		1	36.05	USD
100025745674		1	36.05	USD
100025745675		1	83.49	USD
100025745676		1	35	USD
100025745677		1	35	USD
100025745678		1	35	USD
100025745679		1	35	USD
100025745680		1	65	USD
100025745681		1	36.05	USD
100025745682		1	39.87	USD
100025745683		1	36.05	USD
100025745684		1	36.05	USD
100025745685		1	35	USD
100025745686		1	36.05	USD
100025745687		1	36.05	USD
100025745688		1	36.05	USD
100025745689		1	36.05	USD
100025745690		1	36.05	USD
100025745691		1	36.05	USD
100025745692		1	36.05	USD
100025745693		1	40.63	USD
100025745694		1	36.05	USD
100025745695		1	36.05	USD
100025745696		1	36.05	USD
100025745697		1	36.05	USD
100025745698		1	36.05	USD
100025745699		1	36.05	USD
100025745700		1	36.05	USD
100025745701		1	18.51	USD
100025745702		1	14.42	USD
100025745703		1	14.42	USD
100025745704		1	14.42	USD
100025745705		1	14.42	USD
100025745706		1	14.42	USD
100025745707		1	17.61	USD
100025745708		1	14.42	USD
100025745709		1	17.61	USD
100025745710		1	14.42	USD
100025745711		1	14	USD
100025745712		1	19.26	USD
100025745713		1	14.42	USD
100025745714		1	15.41	USD
100025745715		1	15.41	USD
100025745716		1	15.41	USD
100025745717		1	18.64	USD
100025745718		1	18.64	USD
100025745719		1	18.64	USD
100025745720		1	18.64	USD
100025745721		1	18.64	USD
100025745722		1	17.61	USD
100025745723		1	7.29	USD
100025745724		1	33.5	USD
100025745725		1	33.5	USD
100025745726		1	33.5	USD
100025745727		1	9.27	USD
100025745728		1	9.27	USD
100025745729		1	9	USD
100025745730		1	9.27	USD
100025745731		1	9.27	USD
100025745732		1	9.27	USD
100025745733		1	6.28	USD
100025745734		1	9.27	USD
100025745735		1	9.27	USD
100025745736		1	9.27	USD
100025745737		1	9.27	USD
100025745738		1	9.27	USD
100025745739		1	9.27	USD
100025745740		1	9.27	USD
100025745741		1	9.27	USD
100025745742		1	9.27	USD
100025745743		1	9.27	USD
100025745744		1	9	USD
100025745745		1	9.27	USD
100025745746		1	9.27	USD
100025745747		1	7.29	USD
100025745748		1	18.52	USD
100025745749		1	9.25	USD
100025745750		1	9.25	USD
100025745751		1	7.51	USD
100025745752		1	9.27	USD
100025745753		1	7.51	USD
100025745754		1	9.27	USD
100025745755		1	9.27	USD
100025745756		1	9.27	USD
100025745757		1	9.27	USD
100025745758		1	9	USD
11001425759		1	3.54	USD
11001425760		1	5.06	USD
11001425761		1	2.65	USD
11001425762		1	13.94	USD
100025325763		1	39.62	USD
1000255764		1	35	USD
100026325765		1	50	USD
100025745766		1	36.48	USD
100025745767		1	36.48	USD
100025745768		1	36.48	USD
100025745769		1	36.48	USD
100025745770		1	36.48	USD
100025745771		1	38.31	USD
100025745772		1	38.31	USD
100025745773		1	4.5	USD
100025745774		1	4.5	USD
100025745775		1	4.5	USD
100025745776		1	4.64	USD
100025745777		1	4.64	USD
100025745778		1	4.64	USD
11002325779		1	4.16	USD
11002325780		1	8.6	USD
11002325781		1	24.35	USD
11001425782		1	2.56	USD
11001425783		1	3.13	USD
11001425784		1	5.95	USD
11001425785		1	9.08	USD
11001425786		1	8.01	USD
11001425787		1	9.35	USD
11001425788		1	11.1229	USD
11001425789		1	13.45	USD
11001425790		1	18.93	USD
10002725791		1	146	USD
11001425792		1	21.3135	USD
11001425793		1	16.3185	USD
11001425794		1	13.81	USD
11001425795		1	21.1635	USD
11001425796		1	26.9969	USD
11001425797		1	17.2727	USD
11001425798		1	23.7529	USD
11001425799		1	27.5655	USD
11001425800		1	25.9366	USD
11001425801		1	27.6461	USD
11001425802		1	29.3616	USD
11001425803		1	29.1373	USD
11001425804		1	39.6583	USD
11001425805		1	25.61	USD
11001425806		1	39.8511	USD
11001425807		1	53.48	USD
11001425808		1	45.7608	USD
11001425809		1	69	USD
11001425810		1	67.6447	USD
11001425811		1	56.7108	USD
11001425812		1	52.3571	USD
11001425813		1	121.4517	USD
11002425814		1	39.6	USD
