ItemCode	ItemName	ForeignName	ItemsGroupCode	CustomsGroupCode	SalesVATGroup	BarCode	VatLiable	PurchaseItem	SalesItem	InventoryItem	IncomeAccount	ExemptIncomeAccount	ExpanseAccount	Mainsupplier	SupplierCatalogNo	DesiredInventory	MinInventory	Picture	User_Text	SerialNum	CommissionPercent	CommissionSum	CommissionGroup	TreeType	AssetItem	DataExportCode	Manuacturer	ManageSerialNumbers	ManageBatchNumbers	Valid	ValidFrom	ValidTo	ValidRemarks	Frozen	FrozenFrom	FrozenTo	FrozenRemarks	SalesUnit	SalesItemsPerUnit	SalesPackagingUnit	SalesQtyPerPackUnit	SalesUnitLength	SalesLengthUnit	SalesUnitWidth	SalesWidthUnit	SalesUnitHeight	SalesHeightUnit	SalesUnitVolume	SalesVolumeUnit	SalesUnitWeight	SalesWeightUnit	PurchaseUnit	PurchaseItemsPerUnit	PurchasePackagingUnit	PurchaseQtyPerPackUnit	PurchaseUnitLength	PurchaseLengthUnit	PurchaseUnitWidth	PurchaseWidthUnit	PurchaseUnitHeight	PurchaseHeightUnit	PurchaseUnitVolume	PurchaseVolumeUnit	PurchaseUnitWeight	PurchaseWeightUnit	PurchaseVATGroup	SalesFactor1	SalesFactor2	SalesFactor3	SalesFactor4	PurchaseFactor1	PurchaseFactor2	PurchaseFactor3	PurchaseFactor4	ForeignRevenuesAccount	ECRevenuesAccount	ForeignExpensesAccount	ECExpensesAccount	AvgStdPrice	DefaultWarehouse	ShipType	GLMethod	TaxType	MaxInventory	ManageStockByWarehouse	PurchaseHeightUnit1	PurchaseUnitHeight1	PurchaseLengthUnit1	PurchaseUnitLength1	PurchaseWeightUnit1	PurchaseUnitWeight1	PurchaseWidthUnit1	PurchaseUnitWidth1	SalesHeightUnit1	SalesUnitHeight1	SalesLengthUnit1	SalesUnitLength1	SalesWeightUnit1	SalesUnitWeight1	SalesWidthUnit1	SalesUnitWidth1	ForceSelectionOfSerialNumber	ManageSerialNumbersOnReleaseOnly	WTLiable	CostAccountingMethod	SWW	WarrantyTemplate	IndirectTax	ArTaxCode	ApTaxCode	BaseUnitName	ItemCountryOrg	IssueMethod	SRIAndBatchManageMethod	IsPhantom	InventoryUOM	PlanningSystem	ProcurementMethod	OrderIntervals	OrderMultiple	LeadTime	MinOrderQuantity	ItemType	ItemClass	OutgoingServiceCode	IncomingServiceCode	ServiceGroup	NCMCode	MaterialType	MaterialGroup	ProductSource	Properties1	Properties2	Properties3	Properties4	Properties5	Properties6	Properties7	Properties8	Properties9	Properties10	Properties11	Properties12	Properties13	Properties14	Properties15	Properties16	Properties17	Properties18	Properties19	Properties20	Properties21	Properties22	Properties23	Properties24	Properties25	Properties26	Properties27	Properties28	Properties29	Properties30	Properties31	Properties32	Properties33	Properties34	Properties35	Properties36	Properties37	Properties38	Properties39	Properties40	Properties41	Properties42	Properties43	Properties44	Properties45	Properties46	Properties47	Properties48	Properties49	Properties50	Properties51	Properties52	Properties53	Properties54	Properties55	Properties56	Properties57	Properties58	Properties59	Properties60	Properties61	Properties62	Properties63	Properties64	AutoCreateSerialNumbersOnRelease	DNFEntry	GTSItemSpec	GTSItemTaxCategory	U_u_familiaa	U_SubFamilia	U_Marca
600226838	CORREA INDUSTRIAL B043 POWERSPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226839	CORREA INDUSRIAL B44 POWER SPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226840	CORREA INDUSTRIAL B45 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226841	CORREA INDUSTRIAL B46 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226842	CORREA INDUSTRIAL B47 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226843	CORREA INDUSTRIAL B48 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226844	CORREA INDUSTRIAL B51 POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226845	CORREA INDUSTRIAL B54 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226846	CORREA INDUSTRIAL B55 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226847	CORREA INDUSTRIAL B56  CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226848	CORREA INDUSTRIAL B057 POWERSPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226849	CORREA INDUSTRIAL B59 POWERSPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226850	CORRE INDUSTRIAL B60 POWER SPAN  CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226851	CORREA INDUSTRIAL B62  POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226852	CORREA INDUSTRIAL B63 POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226853	CORRE INDUSTRIAL B64 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226854	CORREA INDUSTRIAL B66 POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226855	CORREA INDUSTRIAL B-68 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226856	CORREA INDUSTRIAL B69 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226857	CORREA INDUSTRIAL B70 POWER SPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226858	CORREA INDUSTRIAL B71 CONTIENENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226859	CORREA INDUSTRIAL B72 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226860	CORREA INDUSTRIAL B73 POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
6002261554	CORREA INDUSTRIAL B75 CONTINENTA POWER SPAM	NULL	106				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226819	CORREA INDUSTRIAL B76 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226820	CORREA INDUSTRIAL B78 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226821	CORREA INDUSTRIAL  B81 POWE SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226822	CORREA INDUSTRIAL B84 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226823	CORREA INDUSTRIAL B85 ¥POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226824	CORREA INDUSTRIAL B86 POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226825	CORREA INDUSTRIAL B88 POWER SPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226826	CORREA INDUSTRIAL B90 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226827	CORREA INDUSTRIAL B92 POWER SPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226008	CORREA B94 POWER SPAM CONTINENTAL	NULL	100				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600230808	CORREA LISA INDUSTRIAL B096	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	30
600226809	CORREA INDUSTRIAL B97 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226810	CORREA INDUSTRIAL B105 POWE SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226811	CORREA INDUSTRIAL B120 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226812	CORREA INDUSTRIAL C85 POWER SPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226813	CORREA INDUSTRIAL C90 POWER SPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226814	CORREA INDUSTRIAL C100 CONTINENTAL POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226815	CORREA INDUSTRIAL  C105 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226816	CORREA B91 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226817	CORREA INDUSTRIAL B98 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226818	CORREA INDUSTRIAL B99 POWER SPAN CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
80024773150	camisa de acero inoxidable	NULL	117				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									und														NULL																														W		0	tYES																															und																																																																																				800	24	77
600226876	CORREA C210 LISA INDUSTRIAL CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226877	CORREA B124 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
6002261928	CORREA INDUSTRIAL B128 POWER SPAM	NULL	107				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226878	CORREA INDUSTRIAL B144 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600230879	CORREAS INDUSTRIAL DE 5 RIBS 5/3VX1250 CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									und														und																														W		0	tYES																															und																																																																																				600	2	30
600226864	CORREA INDUSTRIAL XPB2650 HT PLUS CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226865	CORREA INDUSTRIAL XPZ1060 HY T PLUS CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226866	CORREA INDUSTRIAL  A110 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226867	CORREA INDUSTRIAL A50 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226868	CORREA INDUSTRIAL C270 POWER SPAM CONTINENTAL	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
600226863	CORREA INDUSTRIAL B74 POWER SPAM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
9001950242	"CAMISA PARA MANGUERA DE 2""-10/16 4420 2"""	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				900	19	50
600230861	CORREA INDUSTRIAL 5170972 DD	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	30
600226862	CORREA INDUSTRIAL 7N3948 DD	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	26
80024773149	cadena#50 2x10ft	NULL	117				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									und														und																														W		0	tYES																															und																																																																																				800	24	77
400620692	BANDA PVC 120 WHITE CRESCENT TOPXFS 50FTX4IN WIDE	NULL	103				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				400	6	20
100142243	ADAPT ROSCA JIC1/4 JIC 1/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142244	ADAPT ROSCA JIC5/16 JIC 5/16 FLREXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142245	ADAPT ROSCA JIC3/8 JIC 1/4 FLREXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142246	ADAPT ROSCA JIC3/8 JIC 3/8 FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142247	ADAPT ROSCA JIC1/2 JIC 1/2 FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142248	ADAPT ROSCA JIC5/8 JIC 5/8 FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142249	ADAPT ROSCA JIC3/4 JIC 3/4 FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142250	ADAPT ROSCA JIC 1 JIC 1 FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142251	ADAPT ROSCA JIC1-1/4JIC1-1/4 FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142252	ADAPT ROSCA JIC1/4NPT1/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					7307990000		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142253	ADAPT ROSCA JIC1/4NPT1/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142254	ADAPT ROSCA JIC1/4NPT3/8 NTPFLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142255	ADAPTADORR ROSCA JIC	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				100	1	42
100142256	ADAPTADOR JIC, CA—ERIA 3/8 X 1/4	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142257	ADAPT ROSCA JIC3/8NPT3/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					7307990000		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142258	"ADAPT ROSCA JIC3/8"",NPT 1/2""FLREXTRAL"	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142259	ADAPT ROSCA JIC1/2NPT3/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142260	ADAPT ROSCA JIC1/2NPT1/2FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142261	ADAPT ROSCA JIC1/2NPT3/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142262	ADAPT ROSCA JIC5/8NPT1/2FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142263	ADAPT ROSCA JIC3/4NPT1/2FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142264	ADAPT ROSCA JIC 3/4 X 3/4 NPT FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142265	ADAPT ROSCA JIC3/4NPT 1FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142266	ADAPTADOR MACHO JIC MACHO NPT ESTRAIGT	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142267	ADAPT ROSCA JIC1NPT3/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142268	"ADAPT ROSCA JIC 1""NPT 1"" FLEXTRAL"	NULL	101				tYES	tYES	tYES	tYES					7307990000		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142269	ADAPT ROSCA JIC1NPT1-1/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142270	"ADAPT ROSCA JIC 1-1/4""NPT 3/4 FLEXTRAL"	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				100	1	42
100142271	ADAPT ROSCA JIC1-1/4NPT1-1/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142272	ADAPT ROSCA JIC1-1/2NPT1-1/2FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
1001422215	ADAPTADOR M/JIC 2 X M/C 2	NULL	110				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142273	ADAPT MACH1/2FLEER-HEMB-CA—E3/8	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142274	ADAPT MACH1/2FLEER-HEMB-CA—E1/2	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142275	ADAPT MACH 3/4 FLEER-HEMB-CA—ERIA	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				100	1	42
1001423147	CONEXION  JIC DE 1-1/4 X 1-1/4	NULL	117				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				100	1	42
600230755	"CORREA DE NEOPRENO  BELT W/RED NR283 Molded Cover(.394"" OAG)"	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	2	30
6002030756	CORREA METRICA T5-500-24MM	NULL	104				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tYES																															UND																																																																																				600	20	30
100142296	ADAPT 90∞ROSCA JIC3/8JIC3/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142297	ADAPT 90∞ROSCA JIC3/4JIC3/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142298	ADAPT 90∞ROSCA JIC1/8NPT1/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142279	ADAPT 90∞ROSCA JIC1/4NPT1/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142280	ADAPT 90∞ROSCA JIC1/4NPT3/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142281	ADAPT 90∞ROSCA JIC3/8NPT1/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142282	ADAPT 90∞ROSCA JIC3/8NPT3/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142283	ADAPT 90∞ROSCA JIC3/8NPT1/2FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142284	ADAPT 90∞ROSCA JIC1/2NPT3/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142285	ADAPT 90∞ROSCA JIC1/2NPT1/2FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142286	ADAPT 90∞ROSCA JIC1/2NPT3/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142287	ADAPT 90∞ROSCA JIC5/8NPT1/2	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142288	ADAPT 90∞ROSCA JIC3/4NPT1/2FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142289	ADAPT 90∞ROSCA JIC3/4NPT3/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142290	ADAPT 90∞ROSCA JIC 1NPT 1FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142291	ADAPT 90∞ROSCA JIC1-1/2NPT1-1/2FLEXTRA	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142292	ADAPT 45∞ROSCA JIC3/8NPT3/8FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
100142293	ADAPT 45∞ROSCA JIC3/4NPT3/4FLEXTRAL	NULL	101				tYES	tYES	tYES	tYES					NULL		0								tNO			tNO	tNO									UND														UND																														W		0	tNO																															UND																																																																																				100	1	42
